id,drive_id,student_id,is_eligible,reason,status
1224,3,224,False,Has a prior offer; drive excludes already-placed students,Excluded
1225,3,225,True,Meets all eligibility criteria,Eligible
1226,3,226,False,CGPA 6.13 below cutoff 6.38; Has a prior offer; drive excludes already-placed students,Excluded
1227,3,227,True,Meets all eligibility criteria,Eligible
1228,3,228,True,Meets all eligibility criteria,Eligible
1229,3,229,True,Meets all eligibility criteria,Eligible
1230,3,230,True,Meets all eligibility criteria,Eligible
1231,3,231,False,Has a prior offer; drive excludes already-placed students,Excluded
1232,3,232,False,Has a prior offer; drive excludes already-placed students,Excluded
1233,3,233,False,3 backlogs exceeds max 2,Excluded
1234,3,234,True,Meets all eligibility criteria,Eligible
1235,3,235,False,Has a prior offer; drive excludes already-placed students,Excluded
1236,3,236,True,Meets all eligibility criteria,Eligible
1237,3,237,False,CGPA 6.16 below cutoff 6.38,Excluded
1238,3,238,False,CGPA 6.15 below cutoff 6.38; Has a prior offer; drive excludes already-placed students,Excluded
1239,3,239,True,Meets all eligibility criteria,Eligible
1240,3,240,False,CGPA 5.57 below cutoff 6.38,Excluded
1241,3,241,False,CGPA 6.01 below cutoff 6.38,Excluded
1242,3,242,False,CGPA 5.99 below cutoff 6.38,Excluded
1243,3,243,True,Meets all eligibility criteria,Eligible
1244,3,244,False,CGPA 5.64 below cutoff 6.38; 3 backlogs exceeds max 2,Excluded
1245,3,245,True,Meets all eligibility criteria,Eligible
1246,3,246,False,CGPA 6.17 below cutoff 6.38,Excluded
1247,3,247,True,Meets all eligibility criteria,Eligible
1248,3,248,True,Meets all eligibility criteria,Eligible
1249,3,249,True,Meets all eligibility criteria,Eligible
1250,3,250,True,Meets all eligibility criteria,Eligible
1251,3,251,False,CGPA 5.93 below cutoff 6.38,Excluded
1252,3,252,False,CGPA 6.19 below cutoff 6.38,Excluded
1253,3,253,False,CGPA 5.92 below cutoff 6.38,Excluded
1254,3,254,True,Meets all eligibility criteria,Eligible
1255,3,255,False,CGPA 6.05 below cutoff 6.38,Excluded
1256,3,256,False,3 backlogs exceeds max 2,Excluded
1257,3,257,True,Meets all eligibility criteria,Eligible
1258,3,258,False,CGPA 5.99 below cutoff 6.38,Excluded
1259,3,259,True,Meets all eligibility criteria,Eligible
1260,3,260,True,Meets all eligibility criteria,Eligible
1261,3,261,False,CGPA 6.31 below cutoff 6.38,Excluded
1262,3,262,False,CGPA 6.32 below cutoff 6.38; Has a prior offer; drive excludes already-placed students,Excluded
1263,3,263,False,3 backlogs exceeds max 2,Excluded
1264,3,264,True,Meets all eligibility criteria,Eligible
1265,3,265,True,Meets all eligibility criteria,Eligible
1266,3,266,False,CGPA 6.2 below cutoff 6.38; Has a prior offer; drive excludes already-placed students,Excluded
1267,3,267,True,Meets all eligibility criteria,Eligible
1268,3,268,False,Has a prior offer; drive excludes already-placed students,Excluded
1269,3,269,True,Meets all eligibility criteria,Eligible
1270,3,270,False,3 backlogs exceeds max 2,Excluded
1271,3,271,True,Meets all eligibility criteria,Eligible
1272,3,272,False,CGPA 5.53 below cutoff 6.38,Excluded
1273,3,273,False,Has a prior offer; drive excludes already-placed students,Excluded
1274,3,274,True,Meets all eligibility criteria,Eligible
1275,3,275,True,Meets all eligibility criteria,Eligible
1276,3,276,True,Meets all eligibility criteria,Eligible
1277,3,277,False,Has a prior offer; drive excludes already-placed students,Excluded
1278,3,278,True,Meets all eligibility criteria,Eligible
1279,3,279,True,Meets all eligibility criteria,Eligible
1280,3,280,False,CGPA 6.26 below cutoff 6.38,Excluded
1281,3,281,True,Meets all eligibility criteria,Eligible
1282,3,282,True,Meets all eligibility criteria,Eligible
1283,3,283,True,Meets all eligibility criteria,Eligible
1284,3,284,True,Meets all eligibility criteria,Eligible
1285,3,285,True,Meets all eligibility criteria,Eligible
1286,3,286,True,Meets all eligibility criteria,Eligible
1287,3,287,True,Meets all eligibility criteria,Eligible
1288,3,288,True,Meets all eligibility criteria,Eligible
1289,3,289,False,CGPA 5.85 below cutoff 6.38,Excluded
1290,3,290,True,Meets all eligibility criteria,Eligible
1291,3,291,True,Meets all eligibility criteria,Eligible
1292,3,292,False,CGPA 6.18 below cutoff 6.38,Excluded
1293,3,293,False,CGPA 5.88 below cutoff 6.38,Excluded
1294,3,294,True,Meets all eligibility criteria,Eligible
1295,3,295,True,Meets all eligibility criteria,Eligible
1296,3,296,False,Has a prior offer; drive excludes already-placed students,Excluded
1297,3,297,True,Meets all eligibility criteria,Eligible
1298,3,298,True,Meets all eligibility criteria,Eligible
1299,3,299,True,Meets all eligibility criteria,Eligible
1300,3,300,False,CGPA 6.08 below cutoff 6.38,Excluded
1301,3,301,True,Meets all eligibility criteria,Eligible
1302,3,302,False,3 backlogs exceeds max 2,Excluded
1303,3,303,True,Meets all eligibility criteria,Eligible
1304,3,304,True,Meets all eligibility criteria,Flagged
1305,3,305,False,CGPA 6.12 below cutoff 6.38,Excluded
1306,3,306,True,Meets all eligibility criteria,Eligible
1307,3,307,True,Meets all eligibility criteria,Eligible
1308,3,308,True,Meets all eligibility criteria,Eligible
1309,3,309,True,Meets all eligibility criteria,Eligible
1310,3,310,True,Meets all eligibility criteria,Eligible
1311,3,311,True,Meets all eligibility criteria,Eligible
1312,3,312,True,Meets all eligibility criteria,Eligible
1313,3,313,True,Meets all eligibility criteria,Eligible
1314,3,314,True,Meets all eligibility criteria,Eligible
1315,3,315,False,Has a prior offer; drive excludes already-placed students,Excluded
1316,3,316,False,CGPA 6.22 below cutoff 6.38,Excluded
1317,3,317,False,CGPA 5.91 below cutoff 6.38,Excluded
1318,3,318,True,Meets all eligibility criteria,Eligible
1319,3,319,False,CGPA 5.87 below cutoff 6.38,Excluded
1320,3,320,True,Meets all eligibility criteria,Eligible
1321,3,321,True,Meets all eligibility criteria,Eligible
1322,3,322,True,Meets all eligibility criteria,Eligible
1323,3,323,False,CGPA 6.17 below cutoff 6.38,Excluded
1324,3,324,True,Meets all eligibility criteria,Eligible
1325,3,325,True,Meets all eligibility criteria,Eligible
1326,3,326,True,Meets all eligibility criteria,Eligible
1327,3,327,True,Meets all eligibility criteria,Eligible
1328,3,328,True,Meets all eligibility criteria,Eligible
1329,3,329,True,Meets all eligibility criteria,Eligible
1330,3,330,True,Meets all eligibility criteria,Eligible
1331,3,331,True,Meets all eligibility criteria,Eligible
1332,3,332,True,Meets all eligibility criteria,Eligible
1333,3,333,True,Meets all eligibility criteria,Eligible
1334,3,334,True,Meets all eligibility criteria,Eligible
1335,3,335,True,Meets all eligibility criteria,Eligible
1336,3,336,True,Meets all eligibility criteria,Eligible
1337,3,337,True,Meets all eligibility criteria,Eligible
1338,3,338,True,Meets all eligibility criteria,Eligible
1339,3,339,True,Meets all eligibility criteria,Eligible
1340,3,340,True,Meets all eligibility criteria,Eligible
1341,3,341,True,Meets all eligibility criteria,Eligible
1342,3,342,True,Meets all eligibility criteria,Eligible
1343,3,343,False,CGPA 5.86 below cutoff 6.38,Excluded
1344,3,344,False,CGPA 5.96 below cutoff 6.38,Excluded
1345,3,345,True,Meets all eligibility criteria,Eligible
1346,3,346,True,Meets all eligibility criteria,Eligible
1347,3,347,True,Meets all eligibility criteria,Eligible
1348,3,348,True,Meets all eligibility criteria,Eligible
1349,3,349,False,CGPA 6.14 below cutoff 6.38,Excluded
1350,3,350,True,Meets all eligibility criteria,Eligible
1351,3,351,False,CGPA 5.65 below cutoff 6.38,Excluded
1352,3,352,True,Meets all eligibility criteria,Eligible
1353,3,353,True,Meets all eligibility criteria,Eligible
1354,3,354,True,Meets all eligibility criteria,Eligible
1355,3,355,True,Meets all eligibility criteria,Eligible
1356,3,356,True,Meets all eligibility criteria,Eligible
1357,3,357,True,Meets all eligibility criteria,Eligible
1358,3,358,True,Meets all eligibility criteria,Eligible
1359,3,359,True,Meets all eligibility criteria,Eligible
1360,3,360,True,Meets all eligibility criteria,Eligible
1361,3,361,False,Has a prior offer; drive excludes already-placed students,Excluded
1362,3,362,True,Meets all eligibility criteria,Eligible
1363,3,363,False,CGPA 5.89 below cutoff 6.38,Excluded
1364,3,364,True,Meets all eligibility criteria,Eligible
1365,3,365,True,Meets all eligibility criteria,Eligible
1366,3,366,False,CGPA 6.08 below cutoff 6.38,Excluded
1367,3,367,True,Meets all eligibility criteria,Eligible
1368,3,368,True,Meets all eligibility criteria,Eligible
1369,3,369,True,Meets all eligibility criteria,Flagged
1370,3,370,True,Meets all eligibility criteria,Eligible
1371,3,371,True,Meets all eligibility criteria,Eligible
1372,3,372,True,Meets all eligibility criteria,Eligible
1373,3,373,True,Meets all eligibility criteria,Eligible
1374,3,374,False,CGPA 5.63 below cutoff 6.38,Excluded
1375,3,375,False,Has a prior offer; drive excludes already-placed students,Excluded
1376,3,376,True,Meets all eligibility criteria,Eligible
1377,3,377,False,Has a prior offer; drive excludes already-placed students,Excluded
1378,3,378,False,CGPA 5.77 below cutoff 6.38,Excluded
1379,3,379,True,Meets all eligibility criteria,Eligible
1380,3,380,False,3 backlogs exceeds max 2,Excluded
1381,3,381,False,CGPA 5.98 below cutoff 6.38,Excluded
1382,3,382,False,CGPA 6.13 below cutoff 6.38,Excluded
1383,3,383,True,Meets all eligibility criteria,Eligible
1384,3,384,False,CGPA 6.35 below cutoff 6.38,Excluded
1385,3,385,True,Meets all eligibility criteria,Eligible
1386,3,386,True,Meets all eligibility criteria,Eligible
1387,3,387,True,Meets all eligibility criteria,Eligible
1388,3,388,False,CGPA 5.54 below cutoff 6.38,Excluded
1389,3,389,True,Meets all eligibility criteria,Eligible
1390,3,390,True,Meets all eligibility criteria,Flagged
1391,3,391,True,Meets all eligibility criteria,Eligible
1392,3,392,False,CGPA 6.08 below cutoff 6.38,Excluded
1393,3,393,True,Meets all eligibility criteria,Eligible
1394,3,394,False,CGPA 5.68 below cutoff 6.38,Excluded
1395,3,395,True,Meets all eligibility criteria,Eligible
1396,3,396,True,Meets all eligibility criteria,Eligible
1397,3,397,True,Meets all eligibility criteria,Eligible
1398,3,398,True,Meets all eligibility criteria,Eligible
1399,3,399,False,CGPA 5.99 below cutoff 6.38,Excluded
1400,3,400,True,Meets all eligibility criteria,Eligible
1401,3,401,True,Meets all eligibility criteria,Eligible
1402,3,402,False,CGPA 6.27 below cutoff 6.38,Excluded
1403,3,403,True,Meets all eligibility criteria,Eligible
1404,3,404,True,Meets all eligibility criteria,Eligible
1405,3,405,True,Meets all eligibility criteria,Eligible
1406,3,406,True,Meets all eligibility criteria,Eligible
1407,3,407,True,Meets all eligibility criteria,Eligible
1408,3,408,True,Meets all eligibility criteria,Eligible
1409,3,409,True,Meets all eligibility criteria,Eligible
1410,3,410,True,Meets all eligibility criteria,Eligible
1411,3,411,True,Meets all eligibility criteria,Eligible
1412,3,412,True,Meets all eligibility criteria,Eligible
1413,3,413,True,Meets all eligibility criteria,Eligible
1414,3,414,False,Has a prior offer; drive excludes already-placed students,Excluded
1415,3,415,True,Meets all eligibility criteria,Eligible
1416,3,416,True,Meets all eligibility criteria,Eligible
1417,3,417,False,CGPA 5.99 below cutoff 6.38; Has a prior offer; drive excludes already-placed students,Excluded
1418,3,418,False,Has a prior offer; drive excludes already-placed students,Excluded
1419,3,419,False,Has a prior offer; drive excludes already-placed students,Excluded
1420,3,420,True,Meets all eligibility criteria,Eligible
1421,3,421,True,Meets all eligibility criteria,Eligible
1422,3,422,True,Meets all eligibility criteria,Eligible
1423,3,423,True,Meets all eligibility criteria,Eligible
1424,3,424,True,Meets all eligibility criteria,Eligible
1425,3,425,False,CGPA 6.34 below cutoff 6.38; Has a prior offer; drive excludes already-placed students,Excluded
1426,3,426,True,Meets all eligibility criteria,Eligible
1427,3,427,True,Meets all eligibility criteria,Eligible
1428,3,428,False,CGPA 6.37 below cutoff 6.38,Excluded
1429,3,429,True,Meets all eligibility criteria,Eligible
1430,3,430,True,Meets all eligibility criteria,Eligible
1431,3,431,False,Has a prior offer; drive excludes already-placed students,Excluded
1432,3,432,True,Meets all eligibility criteria,Eligible
1433,3,433,True,Meets all eligibility criteria,Eligible
1434,3,434,False,Has a prior offer; drive excludes already-placed students,Excluded
1435,3,435,False,Has a prior offer; drive excludes already-placed students,Excluded
1436,3,436,True,Meets all eligibility criteria,Eligible
1437,3,437,True,Meets all eligibility criteria,Eligible
1438,3,438,True,Meets all eligibility criteria,Flagged
1439,3,439,True,Meets all eligibility criteria,Eligible
1440,3,440,True,Meets all eligibility criteria,Eligible
1441,3,441,True,Meets all eligibility criteria,Eligible
1442,3,442,False,CGPA 5.85 below cutoff 6.38,Excluded
1443,3,443,True,Meets all eligibility criteria,Flagged
1444,3,444,True,Meets all eligibility criteria,Eligible
1445,3,445,True,Meets all eligibility criteria,Eligible
1446,3,446,True,Meets all eligibility criteria,Eligible
1447,3,447,True,Meets all eligibility criteria,Eligible
1448,3,448,False,Has a prior offer; drive excludes already-placed students,Excluded
1449,3,449,False,Has a prior offer; drive excludes already-placed students,Excluded
1450,3,450,True,Meets all eligibility criteria,Eligible
1451,3,451,False,3 backlogs exceeds max 2,Excluded
1452,3,452,True,Meets all eligibility criteria,Eligible
1453,3,453,False,CGPA 6.1 below cutoff 6.38,Excluded
1454,3,454,True,Meets all eligibility criteria,Eligible
1455,3,455,True,Meets all eligibility criteria,Eligible
1456,3,456,True,Meets all eligibility criteria,Eligible
1457,3,457,False,CGPA 6.35 below cutoff 6.38,Excluded
1458,3,458,True,Meets all eligibility criteria,Eligible
1459,3,459,False,CGPA 5.95 below cutoff 6.38,Excluded
1460,3,460,False,CGPA 5.72 below cutoff 6.38,Excluded
1461,3,461,True,Meets all eligibility criteria,Flagged
1462,3,462,True,Meets all eligibility criteria,Eligible
1463,3,463,True,Meets all eligibility criteria,Eligible
1464,3,464,False,CGPA 6.14 below cutoff 6.38,Excluded
1465,3,465,False,CGPA 5.77 below cutoff 6.38,Excluded
1466,3,466,True,Meets all eligibility criteria,Eligible
1467,3,467,True,Meets all eligibility criteria,Eligible
1468,3,468,True,Meets all eligibility criteria,Eligible
1469,3,469,True,Meets all eligibility criteria,Eligible
1470,3,470,True,Meets all eligibility criteria,Eligible
1471,3,471,False,Has a prior offer; drive excludes already-placed students,Excluded
1472,3,472,True,Meets all eligibility criteria,Eligible
1473,3,473,True,Meets all eligibility criteria,Eligible
1474,3,474,True,Meets all eligibility criteria,Eligible
1475,3,475,False,CGPA 5.57 below cutoff 6.38,Excluded
1476,3,476,True,Meets all eligibility criteria,Eligible
1477,3,477,True,Meets all eligibility criteria,Eligible
1478,3,478,True,Meets all eligibility criteria,Eligible
1479,3,479,True,Meets all eligibility criteria,Eligible
1480,3,480,False,Has a prior offer; drive excludes already-placed students,Excluded
1481,3,481,True,Meets all eligibility criteria,Eligible
1482,3,482,True,Meets all eligibility criteria,Eligible
1483,3,483,True,Meets all eligibility criteria,Eligible
1484,3,484,True,Meets all eligibility criteria,Eligible
1485,3,485,True,Meets all eligibility criteria,Eligible
1486,3,486,True,Meets all eligibility criteria,Eligible
1487,3,487,False,Has a prior offer; drive excludes already-placed students,Excluded
1488,3,488,False,CGPA 5.53 below cutoff 6.38; Has a prior offer; drive excludes already-placed students,Excluded
1489,3,489,False,CGPA 6.18 below cutoff 6.38; Has a prior offer; drive excludes already-placed students,Excluded
1490,3,490,True,Meets all eligibility criteria,Eligible
1491,3,491,False,CGPA 5.53 below cutoff 6.38,Excluded
1492,3,492,False,3 backlogs exceeds max 2,Excluded
1493,3,493,True,Meets all eligibility criteria,Eligible
1494,3,494,True,Meets all eligibility criteria,Eligible
1495,3,495,True,Meets all eligibility criteria,Eligible
1496,3,496,True,Meets all eligibility criteria,Eligible
1497,3,497,False,Has a prior offer; drive excludes already-placed students,Excluded
1498,3,498,False,Has a prior offer; drive excludes already-placed students,Excluded
1499,3,499,False,CGPA 6.27 below cutoff 6.38,Excluded
1500,3,500,True,Meets all eligibility criteria,Eligible
1501,4,1,True,Meets all eligibility criteria,Eligible
1502,4,2,True,Meets all eligibility criteria,Eligible
1503,4,3,False,CGPA 5.64 below cutoff 6.6,Excluded
1504,4,4,False,Branch CIVIL not in allowed list,Excluded
1505,4,5,False,Branch CSE not in allowed list,Excluded
1506,4,6,False,Has a prior offer; drive excludes already-placed students,Excluded
1507,4,7,False,CGPA 5.94 below cutoff 6.6,Excluded
1508,4,8,False,Branch EEE not in allowed list,Excluded
1509,4,9,True,Meets all eligibility criteria,Eligible
1510,4,10,False,CGPA 5.81 below cutoff 6.6,Excluded
1511,4,11,False,Branch EEE not in allowed list,Excluded
1512,4,12,False,CGPA 6.23 below cutoff 6.6; Branch CIVIL not in allowed list,Excluded
1513,4,13,False,Branch CIVIL not in allowed list,Excluded
1514,4,14,True,Meets all eligibility criteria,Flagged
1515,4,15,False,CGPA 6.49 below cutoff 6.6; Branch CSE not in allowed list,Excluded
1516,4,16,False,Branch CSE not in allowed list,Excluded
1517,4,17,True,Meets all eligibility criteria,Eligible
1518,4,18,True,Meets all eligibility criteria,Eligible
1519,4,19,False,Branch CIVIL not in allowed list,Excluded
1520,4,20,True,Meets all eligibility criteria,Eligible
1521,4,21,True,Meets all eligibility criteria,Eligible
1522,4,22,False,Branch EEE not in allowed list,Excluded
1523,4,23,True,Meets all eligibility criteria,Eligible
1524,4,24,False,CGPA 6.02 below cutoff 6.6; 2 backlogs exceeds max 1,Excluded
1525,4,25,False,Branch CSE not in allowed list,Excluded
1526,4,26,True,Meets all eligibility criteria,Flagged
1527,4,27,False,Branch CIVIL not in allowed list,Excluded
1528,4,28,False,CGPA 6.19 below cutoff 6.6,Excluded
1529,4,29,False,Branch CSE not in allowed list,Excluded
1530,4,30,False,Branch CSE not in allowed list,Excluded
1531,4,31,False,Branch EEE not in allowed list,Excluded
1532,4,32,False,Branch CIVIL not in allowed list,Excluded
1533,4,33,False,CGPA 6.24 below cutoff 6.6,Excluded
1534,4,34,False,Branch CIVIL not in allowed list,Excluded
1535,4,35,True,Meets all eligibility criteria,Eligible
1536,4,36,False,Branch CSE not in allowed list; Has a prior offer; drive excludes already-placed students,Excluded
1537,4,37,False,Branch CSE not in allowed list,Excluded
1538,4,38,False,CGPA 5.76 below cutoff 6.6; Branch CSE not in allowed list; Has a prior offer; drive excludes already-placed students,Excluded
1539,4,39,False,CGPA 6.57 below cutoff 6.6,Excluded
1540,4,40,False,Branch EEE not in allowed list,Excluded
1541,4,41,False,Branch CSE not in allowed list,Excluded
1542,4,42,False,Branch CIVIL not in allowed list,Excluded
1543,4,43,False,Branch EEE not in allowed list,Excluded
1544,4,44,True,Meets all eligibility criteria,Eligible
1545,4,45,True,Meets all eligibility criteria,Eligible
1546,4,46,False,Branch CSE not in allowed list,Excluded
1547,4,47,False,3 backlogs exceeds max 1,Excluded
1548,4,48,False,Branch CSE not in allowed list,Excluded
1549,4,49,False,Branch EEE not in allowed list,Excluded
1550,4,50,False,3 backlogs exceeds max 1,Excluded
1551,4,51,False,CGPA 6.2 below cutoff 6.6; Branch CSE not in allowed list,Excluded
1552,4,52,False,CGPA 5.77 below cutoff 6.6; Branch CSE not in allowed list,Excluded
1553,4,53,False,Branch CSE not in allowed list; Has a prior offer; drive excludes already-placed students,Excluded
1554,4,54,False,CGPA 6.34 below cutoff 6.6; Branch CIVIL not in allowed list,Excluded
1555,4,55,False,Has a prior offer; drive excludes already-placed students,Excluded
1556,4,56,False,CGPA 5.87 below cutoff 6.6,Excluded
1557,4,57,True,Meets all eligibility criteria,Flagged
1558,4,58,False,CGPA 6.09 below cutoff 6.6; Branch EEE not in allowed list,Excluded
1559,4,59,True,Meets all eligibility criteria,Eligible
1560,4,60,False,CGPA 5.83 below cutoff 6.6,Excluded
1561,4,61,True,Meets all eligibility criteria,Eligible
1562,4,62,True,Meets all eligibility criteria,Eligible
1563,4,63,False,Branch CIVIL not in allowed list,Excluded
1564,4,64,False,CGPA 6.1 below cutoff 6.6; Branch CSE not in allowed list,Excluded
1565,4,65,False,Branch CIVIL not in allowed list,Excluded
1566,4,66,False,Branch EEE not in allowed list,Excluded
1567,4,67,False,Branch EEE not in allowed list; Has a prior offer; drive excludes already-placed students,Excluded
1568,4,68,True,Meets all eligibility criteria,Eligible
1569,4,69,False,Branch CSE not in allowed list; Has a prior offer; drive excludes already-placed students,Excluded
1570,4,70,False,2 backlogs exceeds max 1,Excluded
1571,4,71,True,Meets all eligibility criteria,Eligible
1572,4,72,False,Branch CSE not in allowed list,Excluded
1573,4,73,True,Meets all eligibility criteria,Flagged
1574,4,74,False,2 backlogs exceeds max 1,Excluded
1575,4,75,False,Branch CSE not in allowed list; 2 backlogs exceeds max 1,Excluded
1576,4,76,False,Branch CIVIL not in allowed list; 2 backlogs exceeds max 1,Excluded
1577,4,77,False,Branch CSE not in allowed list,Excluded
1578,4,78,False,Branch EEE not in allowed list,Excluded
1579,4,79,False,Branch CSE not in allowed list,Excluded
1580,4,80,True,Meets all eligibility criteria,Eligible
1581,4,81,False,3 backlogs exceeds max 1,Excluded
1582,4,82,False,CGPA 6.02 below cutoff 6.6; 3 backlogs exceeds max 1,Excluded
1583,4,83,False,Branch EEE not in allowed list,Excluded
1584,4,84,True,Meets all eligibility criteria,Eligible
1585,4,85,False,Branch CIVIL not in allowed list; Has a prior offer; drive excludes already-placed students,Excluded
1586,4,86,False,Branch CIVIL not in allowed list,Excluded
1587,4,87,False,CGPA 6.39 below cutoff 6.6; Branch CIVIL not in allowed list,Excluded
1588,4,88,True,Meets all eligibility criteria,Eligible
1589,4,89,True,Meets all eligibility criteria,Eligible
1590,4,90,False,Branch CIVIL not in allowed list; 2 backlogs exceeds max 1,Excluded
1591,4,91,True,Meets all eligibility criteria,Eligible
1592,4,92,False,CGPA 6.45 below cutoff 6.6,Excluded
1593,4,93,True,Meets all eligibility criteria,Eligible
1594,4,94,False,Branch CIVIL not in allowed list,Excluded
1595,4,95,False,Branch CSE not in allowed list,Excluded
1596,4,96,False,CGPA 6.51 below cutoff 6.6; Branch CSE not in allowed list,Excluded
1597,4,97,False,Branch CSE not in allowed list,Excluded
1598,4,98,False,Branch CIVIL not in allowed list,Excluded
1599,4,99,False,Branch CSE not in allowed list,Excluded
1600,4,100,False,CGPA 6.48 below cutoff 6.6; Branch CIVIL not in allowed list,Excluded
1601,4,101,False,Branch CSE not in allowed list; 2 backlogs exceeds max 1,Excluded
1602,4,102,True,Meets all eligibility criteria,Eligible
1603,4,103,False,Branch CIVIL not in allowed list,Excluded
1604,4,104,True,Meets all eligibility criteria,Eligible
1605,4,105,False,Branch CIVIL not in allowed list,Excluded
1606,4,106,False,Has a prior offer; drive excludes already-placed students,Excluded
1607,4,107,False,Has a prior offer; drive excludes already-placed students,Excluded
1608,4,108,False,CGPA 6.18 below cutoff 6.6,Excluded
1609,4,109,False,Branch EEE not in allowed list; Has a prior offer; drive excludes already-placed students,Excluded
1610,4,110,False,Has a prior offer; drive excludes already-placed students,Excluded
1611,4,111,False,Branch EEE not in allowed list,Excluded
1612,4,112,False,Branch EEE not in allowed list,Excluded
1613,4,113,True,Meets all eligibility criteria,Eligible
1614,4,114,True,Meets all eligibility criteria,Eligible
1615,4,115,False,Branch EEE not in allowed list,Excluded
1616,4,116,False,2 backlogs exceeds max 1,Excluded
1617,4,117,False,CGPA 5.88 below cutoff 6.6; Branch EEE not in allowed list; Has a prior offer; drive excludes already-placed students,Excluded
1618,4,118,True,Meets all eligibility criteria,Eligible
1619,4,119,False,Branch EEE not in allowed list,Excluded
1620,4,120,False,Branch CSE not in allowed list,Excluded
1621,4,121,False,CGPA 5.81 below cutoff 6.6; Branch CSE not in allowed list; 2 backlogs exceeds max 1,Excluded
1622,4,122,False,CGPA 6.4 below cutoff 6.6,Excluded
1623,4,123,True,Meets all eligibility criteria,Eligible
1624,4,124,True,Meets all eligibility criteria,Eligible
1625,4,125,True,Meets all eligibility criteria,Eligible
1626,4,126,False,Branch EEE not in allowed list,Excluded
1627,4,127,False,CGPA 6.39 below cutoff 6.6; Branch CIVIL not in allowed list; Has a prior offer; drive excludes already-placed students,Excluded
1628,4,128,True,Meets all eligibility criteria,Eligible
1629,4,129,True,Meets all eligibility criteria,Eligible
1630,4,130,False,CGPA 5.81 below cutoff 6.6; Branch CSE not in allowed list,Excluded
1631,4,131,False,CGPA 5.97 below cutoff 6.6; Branch CIVIL not in allowed list; 3 backlogs exceeds max 1,Excluded
1632,4,132,False,Branch CIVIL not in allowed list,Excluded
1633,4,133,False,Branch EEE not in allowed list,Excluded
1634,4,134,True,Meets all eligibility criteria,Eligible
1635,4,135,True,Meets all eligibility criteria,Eligible
1636,4,136,True,Meets all eligibility criteria,Eligible
1637,4,137,True,Meets all eligibility criteria,Eligible
1638,4,138,True,Meets all eligibility criteria,Flagged
1639,4,139,True,Meets all eligibility criteria,Eligible
1640,4,140,False,Branch CSE not in allowed list,Excluded
1641,4,141,False,Branch CIVIL not in allowed list,Excluded
1642,4,142,False,Branch CIVIL not in allowed list,Excluded
1643,4,143,True,Meets all eligibility criteria,Eligible
1644,4,144,False,CGPA 6.37 below cutoff 6.6,Excluded
1645,4,145,False,CGPA 6.47 below cutoff 6.6; Branch CIVIL not in allowed list,Excluded
1646,4,146,False,Branch CSE not in allowed list,Excluded
1647,4,147,False,Branch CIVIL not in allowed list,Excluded
1648,4,148,False,CGPA 5.7 below cutoff 6.6,Excluded
1649,4,149,False,Branch CSE not in allowed list,Excluded
1650,4,150,True,Meets all eligibility criteria,Eligible
1651,4,151,False,Branch CSE not in allowed list,Excluded
1652,4,152,True,Meets all eligibility criteria,Eligible
1653,4,153,True,Meets all eligibility criteria,Eligible
1654,4,154,True,Meets all eligibility criteria,Eligible
1655,4,155,False,2 backlogs exceeds max 1,Excluded
1656,4,156,False,Has a prior offer; drive excludes already-placed students,Excluded
1657,4,157,False,Has a prior offer; drive excludes already-placed students,Excluded
1658,4,158,False,CGPA 6.58 below cutoff 6.6,Excluded
1659,4,159,False,Branch CSE not in allowed list,Excluded
1660,4,160,False,Branch CSE not in allowed list,Excluded
1661,4,161,True,Meets all eligibility criteria,Flagged
1662,4,162,False,CGPA 6.39 below cutoff 6.6,Excluded
1663,4,163,False,Branch CSE not in allowed list,Excluded
1664,4,164,True,Meets all eligibility criteria,Eligible
1665,4,165,True,Meets all eligibility criteria,Eligible
1666,4,166,False,Branch EEE not in allowed list,Excluded
1667,4,167,False,Branch CIVIL not in allowed list,Excluded
1668,4,168,False,CGPA 5.59 below cutoff 6.6; Has a prior offer; drive excludes already-placed students,Excluded
1669,4,169,False,Branch CIVIL not in allowed list,Excluded
1670,4,170,False,CGPA 6.32 below cutoff 6.6; Branch CIVIL not in allowed list,Excluded
1671,4,171,False,Has a prior offer; drive excludes already-placed students,Excluded
1672,4,172,False,CGPA 6.22 below cutoff 6.6; Branch EEE not in allowed list,Excluded
1673,4,173,False,Branch CSE not in allowed list; Has a prior offer; drive excludes already-placed students,Excluded
1674,4,174,False,Branch EEE not in allowed list,Excluded
1675,4,175,False,CGPA 5.51 below cutoff 6.6; Branch EEE not in allowed list; Has a prior offer; drive excludes already-placed students,Excluded
1676,4,176,False,Branch EEE not in allowed list,Excluded
1677,4,177,False,CGPA 5.73 below cutoff 6.6,Excluded
1678,4,178,False,Branch CIVIL not in allowed list,Excluded
1679,4,179,False,Branch CSE not in allowed list,Excluded
1680,4,180,False,CGPA 6.51 below cutoff 6.6; Branch CSE not in allowed list,Excluded
1681,4,181,False,Branch CIVIL not in allowed list,Excluded
1682,4,182,False,Branch EEE not in allowed list,Excluded
1683,4,183,False,CGPA 6.15 below cutoff 6.6,Excluded
1684,4,184,False,CGPA 6.11 below cutoff 6.6; Branch EEE not in allowed list,Excluded
1685,4,185,True,Meets all eligibility criteria,Eligible
1686,4,186,False,Branch EEE not in allowed list; 3 backlogs exceeds max 1,Excluded
